200 19900
2 192 4
2 193 5
2 194 5
2 195 5
2 196 1
2 197 3
2 198 4
2 199 1
2 200 4
3 4 1
3 5 4
3 6 5
3 7 4
3 8 4
3 9 2
3 10 3
3 11 4
3 12 4
3 13 1
3 14 1
3 15 5
3 16 5
3 17 2
3 18 4
3 19 2
3 20 3
3 21 3
3 22 4
3 23 4
3 24 3
3 25 4
3 26 3
3 27 1
3 28 3
3 29 1
3 30 1
3 31 1
3 32 4
3 33 4
3 34 5
3 35 2
3 36 3
3 37 2
3 38 1
3 39 1
3 40 4
3 41 4
3 42 3
3 43 2
3 44 1
3 45 5
3 46 3
3 47 4
3 48 1
3 49 5
3 50 5
3 51 1
3 52 3
3 53 2
3 54 4
3 55 5
3 56 1
3 57 1
3 58 1
3 59 2
3 60 5
3 61 2
3 62 3
3 63 2
3 64 4
3 65 5
3 66 1
3 67 2
3 68 2
3 69 2
3 70 5
3 71 2
3 72 1
3 73 3
3 74 3
3 75 2
3 76 2
3 77 2
3 78 2
3 79 2
3 80 1
3 81 5
3 82 4
3 83 5
3 84 1
3 85 1
3 86 2
3 87 3
3 88 3
3 89 3
3 90 5
3 91 5
3 92 5
3 93 3
3 94 3
3 95 5
3 96 5
3 97 5
3 98 2
3 99 5
3 100 1
3 101 4
3 102 2
3 103 1
3 104 1
3 105 1
3 106 2
3 107 4
3 108 3
3 109 1
3 110 2
3 111 2
3 112 3
3 113 2
3 114 3
3 115 2
3 116 2
3 117 2
3 118 5
3 119 3
3 120 3
3 121 2
3 122 2
3 123 4
3 124 3
3 125 2
3 126 3
3 127 3
3 128 4
3 129 3
3 130 4
3 131 5
3 132 3
3 133 5
3 134 1
3 135 3
3 136 5
3 137 5
3 138 4
3 139 4
3 140 1
3 141 5
3 142 2
3 143 1
3 144 3
3 145 5
3 146 4
3 147 2
3 148 5
3 149 5
3 150 2
3 151 4
3 152 4
3 153 4
3 154 5
3 155 3
3 156 2
3 157 1
3 158 4
3 159 4
3 160 1
3 161 5
3 162 3
3 163 1
3 164 2
3 165 2
3 166 2
3 167 2
3 168 2
3 169 4
3 170 4
3 171 3
3 172 3
3 173 4
3 174 4
3 175 1
3 176 2
3 177 1
3 178 2
3 179 4
3 180 2
3 181 4
3 182 2
3 183 1
3 184 4
3 185 5
3 186 5
3 187 1
3 188 1
3 189 3
3 190 1
3 191 3
3 192 1
3 193 5
3 194 1
3 195 4
3 196 3
3 197 3
3 198 4
3 199 3
3 200 2
4 5 2
4 6 3
4 7 2
4 8 5
4 9 4
4 10 5
4 11 2
4 12 1
4 13 5
4 14 2
4 15 3
4 16 5
4 17 4
4 18 4
4 19 4
4 20 5
4 21 2
4 22 5
4 23 4
4 24 3
4 25 1
4 26 3
4 27 1
4 28 4
4 29 4
4 30 4
4 31 1
4 32 3
4 33 5
4 34 1
4 35 5
4 36 5
4 37 2
4 38 2
4 39 5
4 40 1
4 41 4
4 42 4
4 43 4
4 44 3
4 45 2
4 46 4
4 47 3
4 48 4
4 49 1
4 50 1
4 51 1
4 52 5
4 53 5
4 54 4
4 55 1
4 56 2
4 57 1
4 58 3
4 59 1
4 60 5
4 61 3
4 62 3
4 63 2
4 64 4
4 65 5
4 66 4
4 67 1
4 68 5
4 69 1
4 70 3
4 71 1
4 72 4
4 73 3
4 74 3
4 75 2
4 76 3
4 77 1
4 78 2
4 79 2
4 80 3
4 81 2
4 82 3
4 83 2
4 84 2
4 85 1
4 86 1
4 87 2
4 88 3
4 89 5
4 90 3
4 91 4
4 92 5
4 93 2
4 94 3
4 95 5
4 96 2
4 97 2
4 98 1
4 99 3
4 100 1
4 101 5
4 102 2
4 103 4
4 104 3
4 105 4
4 106 1
4 107 4
4 108 5
4 109 5
4 110 1
4 111 4
4 112 3
4 113 3
4 114 4
4 115 3
4 116 2
4 117 2
4 118 3
4 119 4
4 120 4
4 121 5
4 122 4
4 123 2
4 124 1
4 125 2
4 126 4
4 127 3
4 128 5
4 129 2
4 130 1
4 131 4
4 132 2
4 133 4
4 134 5
4 135 1
4 136 2
4 137 4
4 138 1
4 139 5
4 140 5
4 141 5
4 142 4
4 143 3
4 144 2
4 145 1
4 146 5
4 147 1
4 148 5
4 149 4
4 150 3
4 151 4
4 152 5
4 153 4
4 154 3
4 155 2
4 156 3
4 157 1
4 158 2
4 159 4
4 160 4
4 161 2
4 162 1
4 163 2
4 164 4
4 165 1
4 166 5
4 167 4
4 168 1
4 169 4
4 170 2
4 171 1
4 172 2
4 173 4
4 174 1
4 175 1
4 176 2
4 177 4
4 178 3
4 179 5
4 180 4
4 181 5
4 182 5
4 183 5
4 184 3
4 185 4
4 186 2
4 187 5
4 188 4
4 189 1
4 190 1
4 191 4
4 192 4
4 193 5
4 194 2
4 195 2
4 196 5
4 197 5
4 198 2
4 199 5
4 200 2
5 6 5
5 7 5
5 8 4
5 9 2
5 10 4
5 11 5
5 12 5
5 13 1
5 14 5
5 15 5
5 16 2
5 17 5
5 18 4
5 19 3
5 20 5
5 21 5
5 22 1
5 23 5
5 24 4
5 25 5
5 26 5
5 27 1
5 28 5
5 29 1
5 30 2
5 31 3
5 32 4
5 33 5
5 34 5
5 35 3
5 36 4
5 37 3
5 38 1
5 39 2
5 40 1
5 41 4
5 42 5
5 43 5
5 44 2
5 45 5
5 46 1
5 47 1
5 48 4
5 49 2
5 50 2
5 51 1
5 52 1
5 53 2
5 54 4
5 55 1
5 56 5
5 57 1
5 58 5
5 59 4
5 60 3
5 61 2
5 62 5
5 63 2
5 64 1
5 65 4
5 66 5
5 67 3
5 68 4
5 69 2
5 70 5
5 71 1
5 72 4
5 73 1
5 74 2
5 75 5
5 76 5
5 77 3
5 78 3
5 79 3
5 80 3
5 81 3
5 82 3
5 83 4
5 84 3
5 85 5
5 86 5
5 87 2
5 88 5
5 89 1
5 90 5
5 91 3
5 92 2
5 93 4
5 94 2
5 95 3
5 96 4
5 97 2
5 98 1
5 99 3
5 100 4
5 101 4
5 102 1
5 103 3
5 104 5
5 105 5
5 106 4
5 107 3
5 108 2
5 109 3
5 110 4
5 111 1
5 112 1
5 113 3
5 114 5
5 115 1
5 116 1
5 117 1
5 118 2
5 119 5
5 120 2
5 121 5
5 122 1
5 123 3
5 124 2
5 125 2
5 126 2
5 127 2
5 128 5
5 129 4
5 130 3
5 131 1
5 132 4
5 133 4
5 134 2
5 135 3
5 136 2
5 137 5
5 138 5
5 139 4
5 140 2
5 141 2
5 142 2
5 143 4
5 144 1
5 145 1
5 146 1
5 147 1
5 148 5
5 149 4
5 150 2
5 151 4
5 152 5
5 153 2
5 154 3
5 155 4
5 156 1
5 157 5
5 158 2
5 159 2
5 160 1
5 161 3
5 162 2
5 163 1
5 164 3
5 165 2
5 166 5
5 167 2
5 168 1
5 169 3
5 170 2
5 171 5
5 172 1
5 173 1
5 174 3
5 175 2
5 176 5
5 177 1
5 178 4
5 179 1
5 180 3
5 181 3
5 182 5
5 183 2
5 184 4
5 185 5
5 186 3
5 187 3
5 188 2
5 189 2
5 190 4
5 191 3
5 192 1
5 193 2
5 194 1
5 195 5
5 196 1
5 197 1
5 198 4
5 199 4
5 200 4
6 7 1
6 8 3
6 9 3
6 10 3
6 11 3
6 12 5
6 13 1
6 14 4
6 15 4
6 16 1
6 17 3
6 18 3
6 19 4
6 20 2
6 21 2
6 22 3
6 23 3
6 24 4
6 25 1
6 26 3
6 27 4
6 28 1
6 29 1
6 30 3
6 31 3
6 32 3
6 33 4
6 34 2
6 35 3
6 36 4
6 37 5
6 38 4
6 39 5
6 40 5
6 41 4
6 42 5
6 43 1
6 44 2
6 45 1
6 46 4
6 47 2
6 48 2
6 49 2
6 50 2
6 51 4
6 52 5
6 53 5
6 54 2
6 55 4
6 56 4
6 57 5
6 58 2
6 59 4
6 60 4
6 61 3
6 62 4
6 63 1
6 64 2
6 65 5
6 66 5
6 67 4
6 68 4
6 69 1
6 70 3
6 71 1
6 72 4
6 73 3
6 74 3
6 75 2
6 76 2
6 77 3
6 78 5
6 79 4
6 80 1
6 81 2
6 82 3
6 83 2
6 84 5
6 85 1
6 86 5
6 87 3
6 88 2
6 89 2
6 90 2
6 91 1
6 92 1
6 93 2
6 94 5
6 95 1
6 96 1
6 97 4
6 98 1
6 99 3
6 100 2
6 101 2
6 102 5
6 103 5
6 104 3
6 105 5
6 106 2
6 107 3
6 108 2
6 109 4
6 110 1
6 111 5
6 112 2
6 113 2
6 114 4
6 115 4
6 116 2
6 117 3
6 118 3
6 119 1
6 120 1
6 121 1
6 122 1
6 123 4
6 124 2
6 125 2
6 126 5
6 127 5
6 128 2
6 129 4
6 130 4
6 131 5
6 132 4
6 133 3
6 134 5
6 135 5
6 136 1
6 137 1
6 138 1
6 139 4
6 140 3
6 141 2
6 142 5
6 143 3
6 144 4
6 145 3
6 146 5
6 147 4
6 148 2
6 149 1
6 150 4
6 151 3
6 152 2
6 153 4
6 154 1
6 155 1
6 156 2
6 157 1
6 158 5
6 159 5
6 160 3
6 161 2
6 162 5
6 163 2
6 164 5
6 165 2
6 166 1
6 167 5
6 168 2
6 169 4
6 170 3
6 171 5
6 172 3
6 173 4
6 174 1
6 175 5
6 176 3
6 177 1
6 178 1
6 179 1
6 180 3
6 181 5
6 182 3
6 183 4
6 184 3
6 185 4
6 186 1
6 187 3
6 188 3
6 189 2
6 190 3
6 191 3
6 192 5
6 193 5
6 194 4
6 195 5
6 196 4
6 197 2
6 198 3
6 199 3
6 200 1
7 8 4
7 9 4
7 10 3
7 11 1
7 12 2
7 13 2
7 14 3
7 15 4
7 16 3
7 17 4
7 18 3
7 19 1
7 20 1
7 21 3
7 22 4
7 23 3
7 24 5
7 25 2
7 26 1
7 27 2
7 28 4
7 29 4
7 30 2
7 31 4
7 32 3
7 33 5
7 34 4
7 35 5
7 36 2
7 37 4
7 38 2
7 39 2
7 40 3
7 41 5
7 42 4
7 43 4
7 44 2
7 45 3
7 46 3
7 47 5
7 48 2
7 49 1
7 50 2
7 51 4
7 52 2
7 53 5
7 54 3
7 55 2
7 56 1
7 57 4
7 58 2
7 59 5
7 60 4
7 61 5
7 62 2
7 63 4
7 64 5
7 65 2
7 66 2
7 67 4
7 68 4
7 69 2
7 70 5
7 71 5
7 72 4
7 73 5
7 74 5
7 75 5
7 76 4
7 77 1
7 78 5
7 79 4
7 80 1
7 81 5
7 82 5
7 83 4
7 84 5
7 85 5
7 86 1
7 87 3
7 88 3
7 89 1
7 90 4
7 91 5
7 92 4
7 93 5
7 94 1
7 95 2
7 96 3
7 97 2
7 98 3
7 99 2
7 100 1
7 101 4
7 102 3
7 103 4
7 104 4
7 105 5
7 106 5
7 107 3
7 108 5
7 109 2
7 110 2
7 111 5
7 112 1
7 113 5
7 114 4
7 115 2
7 116 4
7 117 5
7 118 1
7 119 1
7 120 4
7 121 1
7 122 3
7 123 5
7 124 3
7 125 3
7 126 2
7 127 1
7 128 4
7 129 2
7 130 2
7 131 5
7 132 1
7 133 4
7 134 5
7 135 3
7 136 1
7 137 5
7 138 5
7 139 4
7 140 2
7 141 2
7 142 4
7 143 3
7 144 4
7 145 5
7 146 1
7 147 2
7 148 2
7 149 5
7 150 4
7 151 4
7 152 5
7 153 4
7 154 1
7 155 2
7 156 5
7 157 3
7 158 2
7 159 1
7 160 4
7 161 1
7 162 1
7 163 1
7 164 2
7 165 3
7 166 5
7 167 2
7 168 3
7 169 2
7 170 4
7 171 4
7 172 1
7 173 1
7 174 1
7 175 1
7 176 1
7 177 4
7 178 4
7 179 5
7 180 5
7 181 4
7 182 4
7 183 3
7 184 2
7 185 3
7 186 3
7 187 5
7 188 2
7 189 2
7 190 4
7 191 2
7 192 3
7 193 4
7 194 5
7 195 5
7 196 3
7 197 4
7 198 2
7 199 4
7 200 5
8 9 1
8 10 4
8 11 3
8 12 2
8 13 3
8 14 3
8 15 2
8 16 1
8 17 5
8 18 2
8 19 1
8 20 2
8 21 5
8 22 1
8 23 2
8 24 1
8 25 4
8 26 4
8 27 4
8 28 4
8 29 1
8 30 4
8 31 4
8 32 1
8 33 2
8 34 4
8 35 3
8 36 1
8 37 2
8 38 1
8 39 5
8 40 4
8 41 2
8 42 4
8 43 4
8 44 2
8 45 4
8 46 4
8 47 5
8 48 2
8 49 5
8 50 3
8 51 2
8 52 1
8 53 1
8 54 4
8 55 1
8 56 2
8 57 5
8 58 3
8 59 2
8 60 5
8 61 3
8 62 2
8 63 3
8 64 5
8 65 1
8 66 5
8 67 3
8 68 2
8 69 3
8 70 5
8 71 1
8 72 3
8 73 3
8 74 4
8 75 2
8 76 4
8 77 5
8 78 1
8 79 3
8 80 4
8 81 2
8 82 2
8 83 1
8 84 1
8 85 1
8 86 2
8 87 5
8 88 1
8 89 5
8 90 3
8 91 4
8 92 2
8 93 2
8 94 5
8 95 4
8 96 4
8 97 5
8 98 5
8 99 1
8 100 5
8 101 4
8 102 5
8 103 4
8 104 5
8 105 5
8 106 1
8 107 1
8 108 4
8 109 5
8 110 1
8 111 2
8 112 3
8 113 4
8 114 3
8 115 4
8 116 5
8 117 5
8 118 2
8 119 2
8 120 3
8 121 3
8 122 4
8 123 2
8 124 4
8 125 1
8 126 2
8 127 5
8 128 2
8 129 2
8 130 3
8 131 4
8 132 4
8 133 5
8 134 2
8 135 1
8 136 3
8 137 1
8 138 2
8 139 2
8 140 2
8 141 3
8 142 2
8 143 4
8 144 5
8 145 5
8 146 3
8 147 3
8 148 3
8 149 4
8 150 2
8 151 5
8 152 5
8 153 3
8 154 5
8 155 2
8 156 1
8 157 5
8 158 5
8 159 3
8 160 3
8 161 2
8 162 1
8 163 4
8 164 5
8 165 2
8 166 4
8 167 1
8 168 3
8 169 3
8 170 3
8 171 4
8 172 1
8 173 1
8 174 1
8 175 5
8 176 2
8 177 2
8 178 4
8 179 2
8 180 4
8 181 2
8 182 3
8 183 4
8 184 4
8 185 1
8 186 3
8 187 1
8 188 1
8 189 2
8 190 4
8 191 4
8 192 4
8 193 3
8 194 2
8 195 5
8 196 2
8 197 2
8 198 5
8 199 3
8 200 2
9 10 5
9 11 4
9 12 2
9 13 2
9 14 2
9 15 4
9 16 4
9 17 1
9 18 4
9 19 1
9 20 4
9 21 5
9 22 5
9 23 5
9 24 5
9 25 3
9 26 3
9 27 2
9 28 5
9 29 3
9 30 3
9 31 1
9 32 2
9 33 1
9 34 1
9 35 5
9 36 4
9 37 2
9 38 4
9 39 4
9 40 3
9 41 5
9 42 1
9 43 4
9 44 4
9 45 2
9 46 2
9 47 2
9 48 3
9 49 1
9 50 2
9 51 4
9 52 2
9 53 5
9 54 5
9 55 5
9 56 1
9 57 3
9 58 1
9 59 5
9 60 1
9 61 5
9 62 3
9 63 5
9 64 3
9 65 5
9 66 4
9 67 3
9 68 4
9 69 3
9 70 3
9 71 3
9 72 3
9 73 2
9 74 2
9 75 5
9 76 2
9 77 1
9 78 4
9 79 2
9 80 4
9 81 5
9 82 4
9 83 1
9 84 3
9 85 1
9 86 4
9 87 4
9 88 3
9 89 2
9 90 2
9 91 2
9 92 5
9 93 4
9 94 4
9 95 2
9 96 1
9 97 1
9 98 2
9 99 3
9 100 3
9 101 5
9 102 5
9 103 5
9 104 5
9 105 4
9 106 4
9 107 1
9 108 2
9 109 3
9 110 5
9 111 3
9 112 1
9 113 2
9 114 2
9 115 1
9 116 1
9 117 2
9 118 5
9 119 1
9 120 1
9 121 1
9 122 3
9 123 5
9 124 1
9 125 5
9 126 4
9 127 1
9 128 2
9 129 3
9 130 4
9 131 4
9 132 3
9 133 2
9 134 5
9 135 3
9 136 2
9 137 4
9 138 1
9 139 5
9 140 4
9 141 4
9 142 1
9 143 4
9 144 3
9 145 1
9 146 2
9 147 3
9 148 1
9 149 2
9 150 1
9 151 3
9 152 2
9 153 2
9 154 2
9 155 3
9 156 1
9 157 2
9 158 1
9 159 2
9 160 5
9 161 4
9 162 4
9 163 1
9 164 3
9 165 2
9 166 4
9 167 2
9 168 3
9 169 1
9 170 3
9 171 1
9 172 2
9 173 3
9 174 3
9 175 3
9 176 5
9 177 1
9 178 2
9 179 2
9 180 1
9 181 3
9 182 5
9 183 5
9 184 4
9 185 3
9 186 4
9 187 5
9 188 1
9 189 1
9 190 1
9 191 3
9 192 2
9 193 2
9 194 5
9 195 5
9 196 2
9 197 5
9 198 5
9 199 3
9 200 2
10 11 2
10 12 5
10 13 4
10 14 2
10 15 1
10 16 4
10 17 1
10 18 3
10 19 5
10 20 5
10 21 4
10 22 1
10 23 2
10 24 4
10 25 3
10 26 5
10 27 1
10 28 5
10 29 2
10 30 4
10 31 4
10 32 4
10 33 4
10 34 5
10 35 3
10 36 1
10 37 1
10 38 5
10 39 5
10 40 2
10 41 5
10 42 1
10 43 1
10 44 1
10 45 2
10 46 5
10 47 5
10 48 2
10 49 1
10 50 5
10 51 5
10 52 5
10 53 5
10 54 2
10 55 3
10 56 2
10 57 5
10 58 5
10 59 1
10 60 2
10 61 4
10 62 4
10 63 2
10 64 3
10 65 4
10 66 5
10 67 5
10 68 5
10 69 1
10 70 5
10 71 5
10 72 4
10 73 3
10 74 1
10 75 3
10 76 4
10 77 1
10 78 3
10 79 2
10 80 3
10 81 4
10 82 1
10 83 1
10 84 1
10 85 1
10 86 4
10 87 1
10 88 2
10 89 3
10 90 4
10 91 4
10 92 5
10 93 1
10 94 3
10 95 4
10 96 1
10 97 4
10 98 3
10 99 1
10 100 1
10 101 5
10 102 4
10 103 3
10 104 3
10 105 1
10 106 2
10 107 3
10 108 3
10 109 4
10 110 1
10 111 3
10 112 2
10 113 4
10 114 3
10 115 1
10 116 1
10 117 5
10 118 1
10 119 4
10 120 2
10 121 4
10 122 3
10 123 5
10 124 3
10 125 2
10 126 3
10 127 3
10 128 3
10 129 1
10 130 2
10 131 1
10 132 5
10 133 4
10 134 3
10 135 3
10 136 4
10 137 2
10 138 1
10 139 3
10 140 5
10 141 4
10 142 4
10 143 4
10 144 2
10 145 3
10 146 3
10 147 4
10 148 5
10 149 5
10 150 4
10 151 1
10 152 2
10 153 4
10 154 1
10 155 5
10 156 4
10 157 5
10 158 4
10 159 2
10 160 2
10 161 3
10 162 4
10 163 4
10 164 4
10 165 3
10 166 1
10 167 5
10 168 5
10 169 2
10 170 4
10 171 1
10 172 4
10 173 4
10 174 1
10 175 5
10 176 4
10 177 5
10 178 1
10 179 1
10 180 2
10 181 1
10 182 4
10 183 2
10 184 1
10 185 3
10 186 5
10 187 2
10 188 3
10 189 1
10 190 3
10 191 4
10 192 2
10 193 3
10 194 2
10 195 4
10 196 1
10 197 1
10 198 5
10 199 4
10 200 4
11 12 4
11 13 1
11 14 5
11 15 1
11 16 5
11 17 5
11 18 1
11 19 5
11 20 2
11 21 4
11 22 5
11 23 5
11 24 4
11 25 5
11 26 1
11 27 5
11 28 3
11 29 4
11 30 4
11 31 2
11 32 3
11 33 2
11 34 5
11 35 4
11 36 3
11 37 1
11 38 4
11 39 3
11 40 4
11 41 3
11 42 2
11 43 2
11 44 2
11 45 4
11 46 2
11 47 1
11 48 3
11 49 1
11 50 5
11 51 3
11 52 4
11 53 5
11 54 5
11 55 2
11 56 1
11 57 1
11 58 5
11 59 1
11 60 1
11 61 3
11 62 1
11 63 3
11 64 3
11 65 2
11 66 3
11 67 1
11 68 1
11 69 3
11 70 4
11 71 5
11 72 3
11 73 5
11 74 2
11 75 2
11 76 5
11 77 1
11 78 4
11 79 3
11 80 5
11 81 3
11 82 1
11 83 4
11 84 5
11 85 2
11 86 3
11 87 1
11 88 2
11 89 5
11 90 1
11 91 3
11 92 1
11 93 3
11 94 5
11 95 1
11 96 5
11 97 5
11 98 3
11 99 5
11 100 5
11 101 5
11 102 4
11 103 3
11 104 4
11 105 2
11 106 3
11 107 1
11 108 4
11 109 5
11 110 2
11 111 1
11 112 4
11 113 3
11 114 1
11 115 5
11 116 2
11 117 2
11 118 1
11 119 2
11 120 5
11 121 2
11 122 5
11 123 5
11 124 3
11 125 4
11 126 3
11 127 2
11 128 5
11 129 1
11 130 1
11 131 3
11 132 3
11 133 1
11 134 5
11 135 5
11 136 5
11 137 5
11 138 2
11 139 5
11 140 4
11 141 3
11 142 4
11 143 3
11 144 3
11 145 4
11 146 3
11 147 5
11 148 2
11 149 1
11 150 4
11 151 5
11 152 3
11 153 4
11 154 1
11 155 4
11 156 4
11 157 3
11 158 1
11 159 5
11 160 2
11 161 2
11 162 1
11 163 2
11 164 5
11 165 1
11 166 2
11 167 5
11 168 2
11 169 1
11 170 1
11 171 5
11 172 3
11 173 3
11 174 2
11 175 1
11 176 4
11 177 5
11 178 3
11 179 4
11 180 3
11 181 1
11 182 5
11 183 4
11 184 4
11 185 3
11 186 3
11 187 2
11 188 5
11 189 4
11 190 1
11 191 3
11 192 2
11 193 3
11 194 5
11 195 3
11 196 2
11 197 3
11 198 2
11 199 3
11 200 1
12 13 2
12 14 1
12 15 2
12 16 1
12 17 4
12 18 5
12 19 2
12 20 4
12 21 1
12 22 5
12 23 1
12 24 2
12 25 3
12 26 5
12 27 3
12 28 3
12 29 2
12 30 2
12 31 1
12 32 4
12 33 1
12 34 3
12 35 2
12 36 5
12 37 5
12 38 3
12 39 1
12 40 1
12 41 4
12 42 1
12 43 3
12 44 1
12 45 2
12 46 4
12 47 3
12 48 4
12 49 1
12 50 5
12 51 2
12 52 4
12 53 4
12 54 3
12 55 5
12 56 5
12 57 4
12 58 2
12 59 3
12 60 4
12 61 2
12 62 1
12 63 3
12 64 3
12 65 1
12 66 4
12 67 4
12 68 1
12 69 5
12 70 4
12 71 4
12 72 4
12 73 2
12 74 5
12 75 4
12 76 5
12 77 5
12 78 1
12 79 1
12 80 3
12 81 1
12 82 1
12 83 3
12 84 5
12 85 2
12 86 5
12 87 1
12 88 2
12 89 2
12 90 2
12 91 2
12 92 4
12 93 3
12 94 2
12 95 1
12 96 1
12 97 5
12 98 1
12 99 4
12 100 3
12 101 1
12 102 2
12 103 5
12 104 3
12 105 4
12 106 5
12 107 5
12 108 1
12 109 4
12 110 2
12 111 3
12 112 4
12 113 1
12 114 4
12 115 2
12 116 4
12 117 5
12 118 4
12 119 4
12 120 1
12 121 1
12 122 5
12 123 1
12 124 4
12 125 3
12 126 1
12 127 5
12 128 5
12 129 2
12 130 3
12 131 5
12 132 3
12 133 3
12 134 2
12 135 3
12 136 1
12 137 4
12 138 1
12 139 2
12 140 3
12 141 4
12 142 4
12 143 1
12 144 4
12 145 1
12 146 3
12 147 1
12 148 4
12 149 4
12 150 2
12 151 5
12 152 1
12 153 1
12 154 3
12 155 1
12 156 5
12 157 2
12 158 2
12 159 1
12 160 1
12 161 1
12 162 4
12 163 3
12 164 5
12 165 5
12 166 5
12 167 3
12 168 5
12 169 2
12 170 1
12 171 2
12 172 1
12 173 5
12 174 4
12 175 4
12 176 5
12 177 4
12 178 2
12 179 1
12 180 2
12 181 4
12 182 3
12 183 1
12 184 5
12 185 3
12 186 5
12 187 4
12 188 3
12 189 5
12 190 2
12 191 4
12 192 3
12 193 1
12 194 3
12 195 1
12 196 4
12 197 5
12 198 3
12 199 4
12 200 4
13 14 4
13 15 1
13 16 4
13 17 1
13 18 3
13 19 4
13 20 2
13 21 1
13 22 5
