200 19900
2 41 3
2 42 2
2 43 4
2 44 1
2 45 3
2 46 1
2 47 4
2 48 4
2 49 1
2 50 4
2 51 3
2 52 4
2 53 1
2 54 1
2 55 3
2 56 1
2 57 2
2 58 4
2 59 1
2 60 4
2 61 1
2 62 1
2 63 3
2 64 4
2 65 1
2 66 2
2 67 5
2 68 5
2 69 3
2 70 3
2 71 2
2 72 4
2 73 3
2 74 2
2 75 1
2 76 1
2 77 5
2 78 3
2 79 3
2 80 3
2 81 4
2 82 1
2 83 1
2 84 2
2 85 3
2 86 4
2 87 3
2 88 3
2 89 5
2 90 1
2 91 3
2 92 3
2 93 3
2 94 5
2 95 2
2 96 5
2 97 2
2 98 3
2 99 3
2 100 5
2 101 3
2 102 2
2 103 1
2 104 2
2 105 5
2 106 1
2 107 5
2 108 3
2 109 1
2 110 2
2 111 3
2 112 2
2 113 1
2 114 4
2 115 4
2 116 1
2 117 2
2 118 2
2 119 4
2 120 4
2 121 4
2 122 5
2 123 4
2 124 2
2 125 1
2 126 4
2 127 5
2 128 5
2 129 2
2 130 2
2 131 1
2 132 1
2 133 3
2 134 3
2 135 2
2 136 2
2 137 5
2 138 3
2 139 5
2 140 5
2 141 2
2 142 2
2 143 5
2 144 4
2 145 2
2 146 4
2 147 3
2 148 5
2 149 2
2 150 5
2 151 5
2 152 1
2 153 1
2 154 3
2 155 1
2 156 2
2 157 3
2 158 5
2 159 5
2 160 1
2 161 5
2 162 1
2 163 4
2 164 5
2 165 5
2 166 2
2 167 5
2 168 1
2 169 3
2 170 3
2 171 2
2 172 1
2 173 4
2 174 2
2 175 4
2 176 3
2 177 2
2 178 5
2 179 1
2 180 4
2 181 4
2 182 2
2 183 2
2 184 1
2 185 5
2 186 5
2 187 2
2 188 1
2 189 1
2 190 1
2 191 5
2 192 5
2 193 1
2 194 4
2 195 1
2 196 2
2 197 3
2 198 4
2 199 5
2 200 1
3 4 1
3 5 2
3 6 2
3 7 5
3 8 4
3 9 2
3 10 5
3 11 3
3 12 3
3 13 3
3 14 1
3 15 5
3 16 1
3 17 1
3 18 2
3 19 2
3 20 1
3 21 1
3 22 4
3 23 5
3 24 1
3 25 2
3 26 3
3 27 5
3 28 4
3 29 4
3 30 3
3 31 3
3 32 1
3 33 5
3 34 5
3 35 1
3 36 4
3 37 1
3 38 4
3 39 5
3 40 1
3 41 3
3 42 1
3 43 3
3 44 5
3 45 1
3 46 2
3 47 5
3 48 2
3 49 1
3 50 3
3 51 3
3 52 4
3 53 2
3 54 5
3 55 3
3 56 2
3 57 5
3 58 5
3 59 3
3 60 1
3 61 3
3 62 3
3 63 1
3 64 4
3 65 5
3 66 1
3 67 4
3 68 1
3 69 4
3 70 3
3 71 1
3 72 5
3 73 1
3 74 3
3 75 1
3 76 5
3 77 4
3 78 5
3 79 3
3 80 3
3 81 4
3 82 4
3 83 5
3 84 1
3 85 4
3 86 1
3 87 2
3 88 5
3 89 2
3 90 4
3 91 3
3 92 2
3 93 2
3 94 3
3 95 4
3 96 4
3 97 5
3 98 5
3 99 4
3 100 4
3 101 2
3 102 3
3 103 1
3 104 2
3 105 5
3 106 3
3 107 1
3 108 4
3 109 5
3 110 5
3 111 2
3 112 3
3 113 3
3 114 2
3 115 2
3 116 2
3 117 5
3 118 4
3 119 5
3 120 5
3 121 5
3 122 1
3 123 5
3 124 1
3 125 3
3 126 3
3 127 2
3 128 1
3 129 1
3 130 5
3 131 2
3 132 2
3 133 5
3 134 1
3 135 5
3 136 5
3 137 3
3 138 1
3 139 1
3 140 2
3 141 3
3 142 1
3 143 3
3 144 1
3 145 3
3 146 1
3 147 4
3 148 1
3 149 1
3 150 1
3 151 5
3 152 1
3 153 3
3 154 3
3 155 3
3 156 4
3 157 5
3 158 2
3 159 5
3 160 2
3 161 5
3 162 3
3 163 4
3 164 5
3 165 4
3 166 5
3 167 3
3 168 1
3 169 3
3 170 1
3 171 5
3 172 2
3 173 2
3 174 2
3 175 4
3 176 3
3 177 5
3 178 3
3 179 2
3 180 1
3 181 1
3 182 2
3 183 5
3 184 3
3 185 5
3 186 1
3 187 1
3 188 5
3 189 1
3 190 1
3 191 3
3 192 5
3 193 4
3 194 1
3 195 5
3 196 5
3 197 5
3 198 5
3 199 2
3 200 5
4 5 2
4 6 5
4 7 3
4 8 4
4 9 4
4 10 4
4 11 4
4 12 4
4 13 4
4 14 1
4 15 5
4 16 3
4 17 2
4 18 3
4 19 5
4 20 5
4 21 5
4 22 3
4 23 4
4 24 2
4 25 4
4 26 4
4 27 2
4 28 2
4 29 1
4 30 1
4 31 3
4 32 3
4 33 1
4 34 3
4 35 4
4 36 2
4 37 2
4 38 2
4 39 3
4 40 2
4 41 4
4 42 2
4 43 3
4 44 2
4 45 1
4 46 4
4 47 2
4 48 2
4 49 4
4 50 5
4 51 4
4 52 5
4 53 5
4 54 3
4 55 4
4 56 2
4 57 3
4 58 3
4 59 5
4 60 5
4 61 3
4 62 4
4 63 2
4 64 5
4 65 3
4 66 3
4 67 4
4 68 4
4 69 1
4 70 2
4 71 1
4 72 4
4 73 1
4 74 2
4 75 3
4 76 4
4 77 3
4 78 5
4 79 5
4 80 1
4 81 5
4 82 4
4 83 4
4 84 1
4 85 4
4 86 4
4 87 3
4 88 1
4 89 3
4 90 5
4 91 4
4 92 1
4 93 5
4 94 5
4 95 1
4 96 5
4 97 3
4 98 3
4 99 3
4 100 4
4 101 5
4 102 4
4 103 5
4 104 5
4 105 1
4 106 2
4 107 4
4 108 3
4 109 1
4 110 1
4 111 3
4 112 4
4 113 1
4 114 1
4 115 1
4 116 3
4 117 1
4 118 3
4 119 3
4 120 3
4 121 4
4 122 3
4 123 4
4 124 4
4 125 5
4 126 4
4 127 3
4 128 3
4 129 2
4 130 3
4 131 1
4 132 5
4 133 5
4 134 1
4 135 4
4 136 1
4 137 4
4 138 1
4 139 3
4 140 4
4 141 4
4 142 3
4 143 5
4 144 4
4 145 2
4 146 4
4 147 4
4 148 2
4 149 4
4 150 5
4 151 5
4 152 4
4 153 4
4 154 2
4 155 4
4 156 2
4 157 3
4 158 2
4 159 2
4 160 1
4 161 5
4 162 1
4 163 1
4 164 5
4 165 3
4 166 3
4 167 4
4 168 2
4 169 1
4 170 4
4 171 1
4 172 3
4 173 5
4 174 5
4 175 2
4 176 4
4 177 4
4 178 3
4 179 1
4 180 2
4 181 4
4 182 5
4 183 1
4 184 4
4 185 5
4 186 5
4 187 3
4 188 1
4 189 2
4 190 5
4 191 5
4 192 4
4 193 1
4 194 1
4 195 3
4 196 3
4 197 1
4 198 4
4 199 3
4 200 1
5 6 1
5 7 3
5 8 4
5 9 5
5 10 3
5 11 2
5 12 5
5 13 3
5 14 2
5 15 3
5 16 1
5 17 2
5 18 3
5 19 5
5 20 4
5 21 4
5 22 3
5 23 1
5 24 2
5 25 5
5 26 1
5 27 5
5 28 4
5 29 2
5 30 4
5 31 5
5 32 1
5 33 1
5 34 4
5 35 5
5 36 1
5 37 4
5 38 1
5 39 4
5 40 4
5 41 1
5 42 4
5 43 5
5 44 5
5 45 1
5 46 2
5 47 2
5 48 3
5 49 1
5 50 5
5 51 4
5 52 5
5 53 1
5 54 1
5 55 5
5 56 2
5 57 4
5 58 5
5 59 1
5 60 1
5 61 1
5 62 1
5 63 1
5 64 5
5 65 4
5 66 5
5 67 5
5 68 5
5 69 2
5 70 2
5 71 5
5 72 2
5 73 1
5 74 4
5 75 5
5 76 5
5 77 5
5 78 1
5 79 4
5 80 5
5 81 4
5 82 5
5 83 5
5 84 3
5 85 1
5 86 3
5 87 2
5 88 1
5 89 1
5 90 4
5 91 3
5 92 3
5 93 4
5 94 3
5 95 4
5 96 1
5 97 5
5 98 3
5 99 1
5 100 5
5 101 4
5 102 1
5 103 1
5 104 1
5 105 2
5 106 1
5 107 4
5 108 3
5 109 5
5 110 4
5 111 4
5 112 3
5 113 1
5 114 1
5 115 4
5 116 1
5 117 1
5 118 2
5 119 5
5 120 3
5 121 4
5 122 3
5 123 1
5 124 2
5 125 1
5 126 4
5 127 1
5 128 2
5 129 5
5 130 3
5 131 3
5 132 3
5 133 4
5 134 2
5 135 4
5 136 5
5 137 3
5 138 3
5 139 1
5 140 2
5 141 5
5 142 3
5 143 2
5 144 3
5 145 3
5 146 3
5 147 4
5 148 2
5 149 4
5 150 3
5 151 5
5 152 1
5 153 1
5 154 3
5 155 3
5 156 4
5 157 3
5 158 5
5 159 3
5 160 1
5 161 1
5 162 5
5 163 1
5 164 5
5 165 2
5 166 1
5 167 2
5 168 4
5 169 3
5 170 4
5 171 4
5 172 3
5 173 4
5 174 5
5 175 3
5 176 1
5 177 3
5 178 5
5 179 2
5 180 5
5 181 3
5 182 4
5 183 2
5 184 5
5 185 1
5 186 2
5 187 3
5 188 3
5 189 3
5 190 1
5 191 2
5 192 1
5 193 3
5 194 2
5 195 3
5 196 3
5 197 4
5 198 3
5 199 4
5 200 3
6 7 4
6 8 4
6 9 2
6 10 2
6 11 4
6 12 2
6 13 3
6 14 1
6 15 3
6 16 3
6 17 4
6 18 3
6 19 2
6 20 5
6 21 3
6 22 5
6 23 4
6 24 3
6 25 5
6 26 1
6 27 5
6 28 5
6 29 3
6 30 4
6 31 3
6 32 2
6 33 4
6 34 2
6 35 2
6 36 3
6 37 5
6 38 2
6 39 3
6 40 1
6 41 1
6 42 1
6 43 1
6 44 5
6 45 5
6 46 5
6 47 1
6 48 1
6 49 2
6 50 3
6 51 2
6 52 3
6 53 1
6 54 4
6 55 2
6 56 1
6 57 4
6 58 5
6 59 1
6 60 3
6 61 5
6 62 4
6 63 5
6 64 3
6 65 2
6 66 4
6 67 1
6 68 2
6 69 4
6 70 4
6 71 1
6 72 3
6 73 2
6 74 3
6 75 5
6 76 1
6 77 5
6 78 3
6 79 4
6 80 3
6 81 2
6 82 4
6 83 4
6 84 1
6 85 4
6 86 4
6 87 2
6 88 5
6 89 4
6 90 2
6 91 1
6 92 4
6 93 2
6 94 4
6 95 3
6 96 3
6 97 1
6 98 4
6 99 1
6 100 3
6 101 5
6 102 5
6 103 5
6 104 5
6 105 3
6 106 2
6 107 5
6 108 5
6 109 5
6 110 4
6 111 1
6 112 3
6 113 3
6 114 5
6 115 2
6 116 2
6 117 1
6 118 5
6 119 4
6 120 1
6 121 3
6 122 3
6 123 3
6 124 5
6 125 1
6 126 2
6 127 1
6 128 2
6 129 5
6 130 5
6 131 1
6 132 4
6 133 2
6 134 1
6 135 2
6 136 1
6 137 3
6 138 5
6 139 3
6 140 4
6 141 3
6 142 1
6 143 1
6 144 2
6 145 2
6 146 5
6 147 5
6 148 5
6 149 4
6 150 3
6 151 4
6 152 3
6 153 4
6 154 4
6 155 4
6 156 4
6 157 1
6 158 4
6 159 2
6 160 4
6 161 3
6 162 5
6 163 2
6 164 5
6 165 5
6 166 2
6 167 3
6 168 3
6 169 4
6 170 4
6 171 5
6 172 2
6 173 3
6 174 3
6 175 5
6 176 2
6 177 3
6 178 1
6 179 5
6 180 2
6 181 2
6 182 3
6 183 3
6 184 5
6 185 3
6 186 3
6 187 1
6 188 1
6 189 2
6 190 5
6 191 5
6 192 4
6 193 4
6 194 2
6 195 1
6 196 1
6 197 2
6 198 2
6 199 1
6 200 2
7 8 1
7 9 4
7 10 5
7 11 4
7 12 3
7 13 3
7 14 2
7 15 1
7 16 3
7 17 3
7 18 1
7 19 3
7 20 2
7 21 1
7 22 4
7 23 3
7 24 4
7 25 4
7 26 5
7 27 5
7 28 4
7 29 5
7 30 3
7 31 5
7 32 4
7 33 4
7 34 5
7 35 3
7 36 4
7 37 2
7 38 5
7 39 4
7 40 4
7 41 3
7 42 5
7 43 1
7 44 1
7 45 3
7 46 4
7 47 5
7 48 3
7 49 4
7 50 3
7 51 5
7 52 4
7 53 3
7 54 5
7 55 1
7 56 5
7 57 1
7 58 2
7 59 5
7 60 4
7 61 5
7 62 4
7 63 4
7 64 2
7 65 1
7 66 1
7 67 2
7 68 1
7 69 3
7 70 4
7 71 5
7 72 3
7 73 5
7 74 5
7 75 5
7 76 3
7 77 2
7 78 5
7 79 2
7 80 3
7 81 1
7 82 4
7 83 4
7 84 1
7 85 2
7 86 3
7 87 3
7 88 5
7 89 2
7 90 5
7 91 3
7 92 5
7 93 2
7 94 1
7 95 1
7 96 2
7 97 5
7 98 1
7 99 2
7 100 1
7 101 5
7 102 4
7 103 4
7 104 4
7 105 4
7 106 4
7 107 1
7 108 5
7 109 4
7 110 4
7 111 2
7 112 5
7 113 2
7 114 1
7 115 5
7 116 2
7 117 1
7 118 4
7 119 2
7 120 5
7 121 3
7 122 1
7 123 5
7 124 3
7 125 2
7 126 4
7 127 3
7 128 1
7 129 4
7 130 3
7 131 4
7 132 5
7 133 4
7 134 4
7 135 2
7 136 2
7 137 3
7 138 5
7 139 3
7 140 2
7 141 4
7 142 5
7 143 5
7 144 2
7 145 4
7 146 3
7 147 3
7 148 2
7 149 1
7 150 2
7 151 3
7 152 5
7 153 5
7 154 1
7 155 4
7 156 1
7 157 4
7 158 2
7 159 3
7 160 4
7 161 3
7 162 5
7 163 3
7 164 5
7 165 4
7 166 2
7 167 4
7 168 3
7 169 3
7 170 1
7 171 1
7 172 3
7 173 1
7 174 5
7 175 5
7 176 4
7 177 4
7 178 3
7 179 1
7 180 2
7 181 3
7 182 5
7 183 2
7 184 3
7 185 2
7 186 1
7 187 1
7 188 2
7 189 1
7 190 1
7 191 2
7 192 2
7 193 3
7 194 1
7 195 2
7 196 3
7 197 5
7 198 4
7 199 5
7 200 2
8 9 3
8 10 3
8 11 5
8 12 5
8 13 5
8 14 4
8 15 3
8 16 3
8 17 5
8 18 2
8 19 2
8 20 5
8 21 2
8 22 2
8 23 3
8 24 2
8 25 5
8 26 5
8 27 2
8 28 3
8 29 5
8 30 4
8 31 2
8 32 3
8 33 4
8 34 4
8 35 1
8 36 2
8 37 5
8 38 2
8 39 2
8 40 2
8 41 1
8 42 1
8 43 2
8 44 5
8 45 1
8 46 2
8 47 1
8 48 3
8 49 2
8 50 4
8 51 3
8 52 4
8 53 4
8 54 3
8 55 5
8 56 3
8 57 5
8 58 5
8 59 3
8 60 4
8 61 2
8 62 5
8 63 4
8 64 5
8 65 2
8 66 4
8 67 3
8 68 1
8 69 1
8 70 3
8 71 2
8 72 1
8 73 3
8 74 4
8 75 2
8 76 5
8 77 4
8 78 3
8 79 5
8 80 3
8 81 1
8 82 1
8 83 5
8 84 5
8 85 4
8 86 1
8 87 2
8 88 1
8 89 1
8 90 2
8 91 3
8 92 1
8 93 5
8 94 3
8 95 2
8 96 3
8 97 4
8 98 2
8 99 1
8 100 1
8 101 5
8 102 1
8 103 4
8 104 2
8 105 4
8 106 1
8 107 5
8 108 4
8 109 3
8 110 2
8 111 5
8 112 2
8 113 3
8 114 2
8 115 2
8 116 3
8 117 1
8 118 1
8 119 2
8 120 1
8 121 3
8 122 5
8 123 1
8 124 1
8 125 1
8 126 3
8 127 2
8 128 3
8 129 1
8 130 2
8 131 3
8 132 3
8 133 3
8 134 4
8 135 3
8 136 5
8 137 3
8 138 2
8 139 2
8 140 2
8 141 3
8 142 2
8 143 5
8 144 3
8 145 5
8 146 4
8 147 2
8 148 2
8 149 4
8 150 2
8 151 2
8 152 5
8 153 3
8 154 1
8 155 3
8 156 3
8 157 5
8 158 4
8 159 1
8 160 1
8 161 4
8 162 1
8 163 2
8 164 1
8 165 1
8 166 5
8 167 1
8 168 1
8 169 5
8 170 1
8 171 5
8 172 1
8 173 1
8 174 1
8 175 4
8 176 4
8 177 3
8 178 2
8 179 1
8 180 3
8 181 2
8 182 3
8 183 4
8 184 5
8 185 3
8 186 1
8 187 2
8 188 5
8 189 3
8 190 4
8 191 3
8 192 1
8 193 5
8 194 4
8 195 5
8 196 5
8 197 2
8 198 2
8 199 2
8 200 5
9 10 3
9 11 3
9 12 5
9 13 4
9 14 5
9 15 5
9 16 1
9 17 2
9 18 4
9 19 5
9 20 1
9 21 2
9 22 3
9 23 4
9 24 1
9 25 4
9 26 2
9 27 2
9 28 3
9 29 3
9 30 4
9 31 2
9 32 5
9 33 1
9 34 5
9 35 1
9 36 4
9 37 2
9 38 2
9 39 1
9 40 4
9 41 1
9 42 4
9 43 4
9 44 5
9 45 4
9 46 2
9 47 4
9 48 5
9 49 2
9 50 1
9 51 5
9 52 1
9 53 3
9 54 2
9 55 1
9 56 4
9 57 1
9 58 4
9 59 4
9 60 1
9 61 1
9 62 4
9 63 3
9 64 1
9 65 5
9 66 2
9 67 1
9 68 5
9 69 1
9 70 3
9 71 5
9 72 3
9 73 3
9 74 2
9 75 1
9 76 3
9 77 5
9 78 1
9 79 5
9 80 3
9 81 3
9 82 1
9 83 4
9 84 1
9 85 2
9 86 4
9 87 1
9 88 3
9 89 3
9 90 1
9 91 2
9 92 2
9 93 4
9 94 5
9 95 5
9 96 1
9 97 1
9 98 1
9 99 3
9 100 1
9 101 2
9 102 5
9 103 5
9 104 5
9 105 2
9 106 4
9 107 4
9 108 1
9 109 3
9 110 3
9 111 2
9 112 4
9 113 4
9 114 3
9 115 4
9 116 4
9 117 3
9 118 2
9 119 4
9 120 4
9 121 5
9 122 1
9 123 3
9 124 5
9 125 3
9 126 5
9 127 1
9 128 1
9 129 4
9 130 2
9 131 3
9 132 3
9 133 3
9 134 5
9 135 1
9 136 4
9 137 5
9 138 4
9 139 2
9 140 1
9 141 4
9 142 3
9 143 1
9 144 2
9 145 5
9 146 2
9 147 1
9 148 4
9 149 1
9 150 5
9 151 5
9 152 5
9 153 5
9 154 2
9 155 2
9 156 2
9 157 3
9 158 5
9 159 4
9 160 4
9 161 5
9 162 4
9 163 2
9 164 3
9 165 3
9 166 1
9 167 4
9 168 4
9 169 4
9 170 3
9 171 4
9 172 5
9 173 3
9 174 3
9 175 1
9 176 4
9 177 5
9 178 4
9 179 5
9 180 5
9 181 4
9 182 3
9 183 1
9 184 1
9 185 2
9 186 3
9 187 4
9 188 3
9 189 1
9 190 2
9 191 5
9 192 5
9 193 2
9 194 5
9 195 4
9 196 5
9 197 5
9 198 4
9 199 2
9 200 4
10 11 2
10 12 2
10 13 4
10 14 3
10 15 3
10 16 2
10 17 3
10 18 1
10 19 4
10 20 3
10 21 5
10 22 3
10 23 3
10 24 1
10 25 1
10 26 2
10 27 2
10 28 2
10 29 2
10 30 4
10 31 1
10 32 2
10 33 1
10 34 2
10 35 4
10 36 1
10 37 2
10 38 1
10 39 5
10 40 4
10 41 2
10 42 1
10 43 1
10 44 3
10 45 4
10 46 3
10 47 5
10 48 2
10 49 2
10 50 3
10 51 2
10 52 5
10 53 1
10 54 3
10 55 3
10 56 1
10 57 3
10 58 3
10 59 2
10 60 1
10 61 1
10 62 1
10 63 3
10 64 1
10 65 5
10 66 2
10 67 4
10 68 4
10 69 3
10 70 5
10 71 1
10 72 2
10 73 2
10 74 1
10 75 2
10 76 2
10 77 4
10 78 2
10 79 5
10 80 4
10 81 5
10 82 1
10 83 5
10 84 4
10 85 5
10 86 2
10 87 5
10 88 3
10 89 1
10 90 3
10 91 1
10 92 5
10 93 2
10 94 2
10 95 3
10 96 3
10 97 1
10 98 5
10 99 5
10 100 4
10 101 4
10 102 3
10 103 3
10 104 3
10 105 1
10 106 1
10 107 2
10 108 3
10 109 1
10 110 1
10 111 5
10 112 2
10 113 3
10 114 3
10 115 4
10 116 4
10 117 2
10 118 5
10 119 2
10 120 5
10 121 3
10 122 1
10 123 4
10 124 1
10 125 4
10 126 1
10 127 2
10 128 4
10 129 5
10 130 3
10 131 1
10 132 2
10 133 5
10 134 4
10 135 1
10 136 2
10 137 2
10 138 1
10 139 5
10 140 4
10 141 1
10 142 4
10 143 3
10 144 1
10 145 3
10 146 1
10 147 2
10 148 5
10 149 4
10 150 1
10 151 5
10 152 3
10 153 5
10 154 4
10 155 2
10 156 3
10 157 3
10 158 4
10 159 2
10 160 2
10 161 2
10 162 2
10 163 1
10 164 1
10 165 5
10 166 1
10 167 5
10 168 1
10 169 4
10 170 2
10 171 3
10 172 2
10 173 3
10 174 3
10 175 3
10 176 2
10 177 3
10 178 5
10 179 3
10 180 2
10 181 1
10 182 2
10 183 1
10 184 1
10 185 5
10 186 1
10 187 3
10 188 5
10 189 5
10 190 1
10 191 1
10 192 2
10 193 3
10 194 5
10 195 2
10 196 1
10 197 2
10 198 5
10 199 1
10 200 2
11 12 1
11 13 1
11 14 5
11 15 1
11 16 2
11 17 5
11 18 4
11 19 1
11 20 3
11 21 5
11 22 3
11 23 3
11 24 3
11 25 4
11 26 1
11 27 5
11 28 5
11 29 1
11 30 5
11 31 5
11 32 4
11 33 2
11 34 3
11 35 5
11 36 1
11 37 5
11 38 5
11 39 4
11 40 2
11 41 3
11 42 1
11 43 5
11 44 2
11 45 1
11 46 4
11 47 4
11 48 4
11 49 1
11 50 4
11 51 4
11 52 4
11 53 5
11 54 2
11 55 2
11 56 5
11 57 3
11 58 3
11 59 2
11 60 4
11 61 4
11 62 1
11 63 3
11 64 5
11 65 2
11 66 2
11 67 5
11 68 1
11 69 2
11 70 3
11 71 4
11 72 1
11 73 3
11 74 1
11 75 4
11 76 4
11 77 3
11 78 2
11 79 1
11 80 5
11 81 4
11 82 2
11 83 3
11 84 4
11 85 4
11 86 3
11 87 2
11 88 4
11 89 4
11 90 3
11 91 1
11 92 3
11 93 4
11 94 5
11 95 3
11 96 2
11 97 3
11 98 1
11 99 1
11 100 4
11 101 5
11 102 5
11 103 3
11 104 1
11 105 5
11 106 3
11 107 2
11 108 5
11 109 4
11 110 4
11 111 2
11 112 5
11 113 3
11 114 3
11 115 4
11 116 4
11 117 1
11 118 2
11 119 2
11 120 5
11 121 4
11 122 2
11 123 4
11 124 4
11 125 2
11 126 3
11 127 5
11 128 3
11 129 1
11 130 4
11 131 3
11 132 3
11 133 4
11 134 5
11 135 2
11 136 3
11 137 1
11 138 4
11 139 3
11 140 2
11 141 4
11 142 3
11 143 3
11 144 3
11 145 2
11 146 1
11 147 5
11 148 1
11 149 2
11 150 4
11 151 1
11 152 4
11 153 4
11 154 4
11 155 2
11 156 1
11 157 5
11 158 2
11 159 5
11 160 1
11 161 1
11 162 4
11 163 5
11 164 5
11 165 4
11 166 2
11 167 5
11 168 4
11 169 1
11 170 1
11 171 5
11 172 2
11 173 4
11 174 1
11 175 2
11 176 2
11 177 2
11 178 4
11 179 5
11 180 5
11 181 4
11 182 2
11 183 5
11 184 3
11 185 3
11 186 4
11 187 4
11 188 5
11 189 3
11 190 4
11 191 4
11 192 2
11 193 2
11 194 4
11 195 1
11 196 2
11 197 4
11 198 5
11 199 3
11 200 2
12 13 3
12 14 4
12 15 3
12 16 1
12 17 3
12 18 3
12 19 4
12 20 5
12 21 5
12 22 4
12 23 2
12 24 3
12 25 1
12 26 5
12 27 5
12 28 5
12 29 2
12 30 2
12 31 5
12 32 3
12 33 4
12 34 3
12 35 3
12 36 4
12 37 5
12 38 2
12 39 5
12 40 2
12 41 3
12 42 5
12 43 5
12 44 5
12 45 2
12 46 5
12 47 5
12 48 5
12 49 1
12 50 4
12 51 5
12 52 4
12 53 2
12 54 4
12 55 1
12 56 3
12 57 4
12 58 3
12 59 4
12 60 2
12 61 4
12 62 4
12 63 4
12 64 2
12 65 2
12 66 2
12 67 3
12 68 3
12 69 2
12 70 3
12 71 2
12 72 2
12 73 4
12 74 5
12 75 2
12 76 5
12 77 3
12 78 1
12 79 2
12 80 1
12 81 1
12 82 2
12 83 3
12 84 4
12 85 1
12 86 5
12 87 2
12 88 1
12 89 4
12 90 4
12 91 4
12 92 1
12 93 1
12 94 2
12 95 3
12 96 5
12 97 2
12 98 1
12 99 5
12 100 1
12 101 1
12 102 3
12 103 3
12 104 4
12 105 5
12 106 5
12 107 2
12 108 5
12 109 4
12 110 1
12 111 5
12 112 1
12 113 3
12 114 4
12 115 2
12 116 2
12 117 3
12 118 5
12 119 2
12 120 4
12 121 3
12 122 1
12 123 4
12 124 5
12 125 3
12 126 1
12 127 1
12 128 3
12 129 3
12 130 3
12 131 2
12 132 3
12 133 2
12 134 4
12 135 4
12 136 4
12 137 1
12 138 5
12 139 1
12 140 5
12 141 1
12 142 3
12 143 1
12 144 1
12 145 4
12 146 4
12 147 1
12 148 5
12 149 2
12 150 2
12 151 2
12 152 3
12 153 1
12 154 3
12 155 2
12 156 1
12 157 2
12 158 4
12 159 4
12 160 2
12 161 2
12 162 4
12 163 4
12 164 5
12 165 5
12 166 5
12 167 5
12 168 3
12 169 2
12 170 2
12 171 2
12 172 4
12 173 4
12 174 5
12 175 1
12 176 3
12 177 2
12 178 5
12 179 2
12 180 1
12 181 3
12 182 5
12 183 5
12 184 1
12 185 2
12 186 1
12 187 2
12 188 3
12 189 2
12 190 1
12 191 3
12 192 1
12 193 2
12 194 1
12 195 1
12 196 3
12 197 5
12 198 4
12 199 1
12 200 1
13 14 2
13 15 4
13 16 4
13 17 5
13 18 2
13 19 1
13 20 1
13 21 1
13 22 1
