784 1512
85 705 5
85 389 5
705 80 1
705 307 2
80 694 5
80 741 3
694 48 4
694 167 4
48 164 2
48 496 2
164 677 3
164 382 3
677 723 4
677 436 3
723 442 2
723 55 5
442 283 5
442 699 4
283 564 2
715 259 4
715 659 5
259 161 4
259 466 3
161 75 4
161 588 2
75 426 1
75 366 2
426 759 3
426 378 2
759 201 5
759 285 3
201 582 5
201 270 3
582 717 3
582 434 3
717 609 1
717 358 4
609 130 3
609 681 3
130 768 2
130 100 1
768 294 3
768 140 5
294 296 2
294 202 2
296 235 5
296 127 1
235 204 2
235 627 1
204 119 1
204 321 1
119 338 1
119 247 1
338 389 2
338 24 1
389 307 5
389 192 1
307 741 3
307 265 5
741 167 1
741 639 2
167 496 2
167 704 1
496 382 1
496 430 1
382 436 3
382 644 3
436 55 3
436 455 1
55 699 2
55 184 4
699 564 1
699 481 5
564 782 5
659 466 1
659 732 3
466 588 2
466 207 4
588 366 4
588 9 4
366 378 5
366 590 2
378 285 1
378 263 3
285 270 3
285 243 5
270 434 1
270 134 5
434 358 4
434 783 5
358 681 3
358 86 3
681 100 3
681 637 3
100 140 2
100 269 1
140 202 3
140 240 1
202 127 5
202 669 3
127 627 2
127 83 1
627 321 2
627 647 2
321 247 5
321 576 1
247 24 4
247 449 5
24 192 2
24 104 2
192 265 2
192 469 5
265 639 4
265 577 2
639 704 2
639 328 3
704 430 1
704 105 2
430 644 5
430 656 1
644 455 2
644 665 2
455 184 5
455 448 2
184 481 5
184 22 1
481 782 5
481 458 5
782 506 4
732 207 3
732 275 2
207 9 1
207 32 4
9 590 2
9 427 5
590 263 3
590 170 4
263 243 1
263 516 1
243 134 2
243 384 2
134 783 5
134 255 2
783 86 2
783 594 3
86 637 5
86 18 5
637 269 3
637 444 3
269 240 1
269 25 2
240 669 3
240 414 3
669 83 4
669 347 4
83 647 1
83 356 2
647 576 4
647 764 3
576 449 1
576 379 5
449 104 3
449 12 2
104 469 2
104 592 2
469 577 1
469 325 1
577 328 5
577 199 3
328 105 1
328 415 1
105 656 5
105 57 3
656 665 5
656 512 3
665 448 1
665 461 4
448 22 2
448 198 1
22 458 4
22 20 1
458 506 2
458 163 1
506 653 3
275 32 1
275 487 5
32 427 4
32 309 3
427 170 3
427 758 5
170 516 5
170 581 3
516 384 1
516 326 4
384 255 4
384 74 5
255 594 4
255 76 5
594 18 3
594 4 5
18 444 4
18 645 4
444 25 2
444 17 2
25 414 3
25 702 4
414 347 3
414 714 2
347 356 3
347 89 4
356 764 5
356 691 4
764 379 3
764 284 2
379 12 4
379 628 5
12 592 3
12 375 3
592 325 2
592 607 2
325 199 3
325 432 5
199 415 2
199 216 3
415 57 2
415 383 5
57 512 3
57 595 1
512 461 2
512 774 2
461 198 1
461 63 2
198 20 3
198 457 2
20 163 5
20 654 4
163 653 4
163 128 1
653 467 3
487 309 5
487 147 5
309 758 2
309 602 2
758 581 4
758 557 1
581 326 3
581 28 2
326 74 1
326 250 3
74 76 3
74 380 1
76 4 4
76 563 2
4 645 4
4 657 2
645 17 4
645 293 5
17 702 1
17 478 3
702 714 3
702 266 2
714 89 3
714 722 4
89 691 1
89 248 3
691 284 2
691 562 4
284 628 1
284 229 2
628 375 3
628 532 1
375 607 3
375 683 4
607 432 1
607 295 3
432 216 3
432 23 3
216 383 3
216 211 3
383 595 5
383 90 1
595 774 5
595 149 5
774 63 4
774 486 4
63 457 5
63 197 2
457 654 4
457 135 2
654 128 3
654 525 5
128 467 1
128 543 1
467 68 4
147 602 3
147 495 1
602 557 4
602 498 4
557 28 1
557 710 2
28 250 3
28 520 4
250 380 4
250 748 4
380 563 4
380 538 3
563 657 1
563 359 1
657 293 5
657 553 3
293 478 1
293 490 5
478 266 4
478 234 1
266 722 1
266 110 1
722 248 3
722 727 4
248 562 1
248 413 4
562 229 5
562 292 1
229 532 4
229 182 5
532 683 5
532 651 3
683 295 4
683 406 5
295 23 5
295 392 4
23 211 3
23 166 4
211 90 2
211 450 1
90 149 3
90 658 4
149 486 3
149 210 5
486 197 3
486 402 2
197 135 1
197 474 2
135 525 2
135 150 2
525 543 1
525 776 1
543 68 3
543 71 1
68 256 2
495 498 4
495 38 1
498 710 4
498 429 2
710 520 5
710 319 1
520 748 3
520 593 4
748 538 3
748 323 3
538 359 1
538 737 3
359 553 3
359 742 5
553 490 1
553 159 3
490 234 4
490 96 1
234 110 1
234 349 2
110 727 1
110 488 5
727 413 4
727 176 2
413 292 4
413 342 2
292 182 3
292 755 2
182 651 4
182 187 2
651 406 5
651 719 4
406 392 2
406 264 1
392 166 2
392 412 2
166 450 1
166 258 5
450 658 3
450 716 1
658 210 2
658 317 2
210 402 3
210 252 5
402 474 4
402 736 2
474 150 4
474 507 4
150 776 5
150 79 1
776 71 1
776 241 3
71 256 3
71 377 4
256 215 4
38 429 4
38 550 1
429 319 5
429 419 3
319 593 3
319 766 3
593 323 3
593 271 2
323 737 5
323 14 1
737 742 2
737 493 5
742 159 4
742 162 4
159 96 4
159 393 4
96 349 5
96 217 2
349 488 5
349 208 2
488 176 5
488 113 4
176 342 2
176 508 5
342 755 4
342 19 2
755 187 5
755 524 2
187 719 4
187 158 5
719 264 4
719 206 1
264 412 1
264 336 3
412 258 1
412 459 2
258 716 3
258 224 3
716 317 5
716 725 5
317 252 4
317 579 5
252 736 3
252 522 5
736 507 1
736 363 1
507 79 5
507 698 1
79 241 4
79 511 3
241 377 1
241 572 5
377 215 5
377 408 3
215 636 3
550 419 1
550 5 1
419 766 1
419 95 4
766 271 1
766 561 2
271 14 5
271 482 2
14 493 2
14 500 4
493 162 2
493 324 4
162 393 1
162 94 1
393 217 1
393 692 2
217 208 5
217 663 3
208 113 5
208 390 1
113 508 4
113 398 3
508 19 4
508 565 3
19 524 5
19 33 3
524 158 4
524 387 5
158 206 2
158 365 2
206 336 3
206 454 1
336 459 2
336 441 4
459 224 1
459 634 4
224 725 1
224 228 3
725 579 1
725 370 1
579 522 1
579 417 4
522 363 5
522 453 4
363 698 1
363 82 3
698 511 4
698 641 1
511 572 5
511 672 3
572 408 4
572 371 5
408 636 1
408 312 3
636 451 1
5 95 2
5 53 1
95 561 4
95 713 5
561 482 5
561 343 2
482 500 1
482 541 2
500 324 4
500 268 2
324 94 2
324 107 1
94 692 3
94 123 4
692 663 3
692 397 4
663 390 1
663 779 4
390 398 5
390 534 2
398 565 5
398 385 1
565 33 1
565 106 4
33 387 4
33 267 5
387 365 5
387 348 3
365 454 5
365 191 4
454 441 2
454 739 1
441 634 4
441 662 5
634 228 5
634 40 5
228 370 4
228 340 2
370 417 1
370 189 4
417 453 2
417 404 4
453 82 2
453 526 3
82 641 2
82 190 4
641 672 3
641 88 3
672 371 1
672 484 1
371 312 1
371 6 2
312 451 3
312 598 3
451 745 1
53 713 4
53 443 4
713 343 2
713 696 2
343 541 4
343 386 5
541 268 4
541 333 2
268 107 4
268 360 5
107 123 3
107 591 2
123 397 4
123 505 3
397 779 3
397 754 3
779 534 3
779 376 5
534 385 3
534 115 4
385 106 1
385 171 1
106 267 4
106 124 4
267 348 5
267 302 2
348 191 2
348 616 4
191 739 2
191 603 4
739 662 1
739 718 4
662 40 1
662 509 3
40 340 1
40 600 5
340 189 5
340 222 5
189 404 1
189 655 2
404 526 2
404 112 4
526 190 4
526 476 4
190 88 4
190 485 1
88 484 5
88 330 1
484 6 3
484 280 4
6 598 1
6 278 3
598 745 4
598 350 4
745 747 2
443 696 3
443 188 1
696 386 2
696 66 2
386 333 4
386 763 2
333 360 4
333 612 4
360 591 3
360 584 3
591 505 5
591 70 2
505 754 1
505 411 2
754 376 5
754 690 3
376 115 2
376 638 5
115 171 3
115 178 5
171 124 2
171 771 2
124 302 2
124 118 4
302 616 5
302 587 1
616 603 1
616 373 3
603 718 1
603 11 1
718 509 5
718 629 2
509 600 3
509 670 2
600 222 2
600 64 4
222 655 3
222 501 4
655 112 2
655 2 5
112 476 3
112 43 3
476 485 3
476 635 2
485 330 3
485 530 5
330 280 4
330 168 3
280 278 1
280 77 5
278 350 2
278 314 4
350 747 1
350 297 1
747 503 3
188 66 2
188 491 2
66 763 4
66 721 1
763 612 4
763 544 3
612 584 2
612 642 5
584 70 4
584 735 4
70 411 2
70 618 4
411 690 5
411 291 3
690 638 4
690 213 3
638 178 4
638 556 2
178 771 2
178 757 2
771 118 2
771 673 3
118 587 2
118 318 1
587 373 2
587 58 5
373 11 3
373 536 4
11 629 4
11 273 2
629 670 2
629 16 2
670 64 4
670 433 4
64 501 3
64 504 2
501 2 1
501 622 4
2 43 5
2 138 5
43 635 3
43 703 3
635 530 2
635 288 4
530 168 5
530 452 3
168 77 4
168 529 2
77 314 4
77 301 2
314 297 1
314 753 4
297 503 4
297 623 3
503 196 4
491 721 3
491 35 3
721 544 3
721 287 4
544 642 1
544 315 1
642 735 1
642 548 3
735 618 2
735 334 2
618 291 3
618 183 2
291 213 3
291 50 1
213 556 2
213 519 4
556 757 4
556 103 3
757 673 4
757 688 5
673 318 3
673 652 1
318 58 1
318 42 2
58 536 1
58 554 4
536 273 1
536 367 4
273 16 3
273 535 3
16 433 2
16 276 1
433 504 3
433 676 3
504 622 1
504 304 2
622 138 5
622 114 1
138 703 4
138 750 4
703 288 1
703 438 4
288 452 3
288 492 4
452 529 1
452 527 5
529 301 1
529 142 4
301 753 4
301 707 3
753 623 2
753 549 5
623 196 5
623 610 1
196 649 1
35 287 3
287 315 5
315 548 2
548 334 3
334 183 4
183 50 3
50 519 1
519 103 3
103 688 4
688 652 1
652 42 3
42 554 2
554 367 2
367 535 1
535 276 2
276 676 2
676 304 4
304 114 5
114 750 2
750 438 2
438 492 2
492 527 3
527 142 3
142 707 2
707 549 3
549 610 3
610 649 3
